"Index","Company","TypeName","Inches","ScreenType","Pixels_hor","Pixels_ver","Touchscreen","Cpu_brand","Cpu_name","Cpu_speed","Ram","Memory_type","Primary_Memory","Secondary_Memory","Gpu_brand","Gpu_name","OpSys","Weight","Price"
968,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i3 7100U ",2.4,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",2.04,36497.0
969,"Dell","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,32,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",4.42,167779.0
970,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,6,"SSD",256,0,"Nvidia","GeForce 920MX","WindowsOS",2.4,37030.0
971,"Dell","2 in 1 Convertible",13.3,"Quad HD+",3200,1800,1,"Intel"," Core i7 7Y75 ",1.3,16,"SSD",512,0,"Intel","HD Graphics 615","WindowsOS",1.22,101179.0
972,"Dell","Ultrabook",14.0,"N/A",2560,1440,1,"Intel"," Core i7 6600U ",2.6,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.5,104588.0
973,"Dell","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,32,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",4.42,149184.0
974,"Toshiba","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.95,62870.0
975,"Asus","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1060","WindowsOS",2.73,109219.0
976,"HP","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.7,8,"Hybrid",128,1024,"Nvidia","GeForce 930MX","WindowsOS",2.04,52161.0
977,"Lenovo","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"Hybrid",508,508,"Intel","HD Graphics 520","WindowsOS",1.7,53387.0
978,"Asus","2 in 1 Convertible",15.6,"4K Ultra HD",3840,2160,1,"Intel"," Core i7 7500U ",2.7,16,"Hybrid",512,2048,"Nvidia","GeForce GTX 950M","WindowsOS",2.3,95851.0
980,"Asus","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.99,93187.0
981,"Dell","2 in 1 Convertible",15.6,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,12,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",2.19,69211.0
982,"Toshiba","Notebook",13.3,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",1.2,63670.0
983,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"AMD"," A12-Series 9720P ",3.6,6,"SSD",256,0,"AMD","Radeon 530","WindowsOS",2.2,29251.0
984,"Fujitsu","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",2.3,34579.0
985,"Toshiba","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",1.75,48751.0
986,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"AMD","Radeon R5 M430","WindowsOS",2.25,31915.0
987,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",1024,0,"Intel","HD Graphics 620","WindowsOS",2.04,42944.0
988,"Lenovo","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1060","WindowsOS",2.5,63350.0
989,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i7 7500U ",2.7,8,"HDD",1024,0,"AMD","Radeon R7 M445","WindowsOS",2.36,39907.0
990,"Dell","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",128,0,"Intel","HD Graphics 620 ","WindowsOS",1.6,59620.0
991,"HP","Netbook",12.5,"Full HD",1920,1080,0,"Intel"," Core M 6Y75 ",1.2,8,"SSD",512,0,"Intel","HD Graphics 515","WindowsOS",0.97,101658.0
992,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i3 6006U ",2.0,4,"Hybrid",128,1024,"AMD","Radeon 520","WindowsOS",2.1,26587.0
993,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3350 ",1.1,4,"SSD",128,0,"Intel","HD Graphics 500","N/A",1.9,14419.0
994,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",2.3,71875.0
996,"Asus","Notebook",13.3,"Quad HD+",3200,1800,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.4,61272.0
997,"HP","Ultrabook",13.3,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.11,71875.0
998,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Pentium Quad Core N4200 ",1.1,4,"HDD",500,0,"Intel","HD Graphics 505","WindowsOS",2.4,20246.0
999,"Asus","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.5,95851.0
1000,"HP","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.48,111302.0
1001,"Acer","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.7,67133.0
1002,"HP","Notebook",13.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.34,63350.0
1003,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 7100U ",2.4,4,"SSD",128,0,"Intel","HD Graphics 620","WindowsOS",2.18,29144.0
1004,"HP","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",1.64,41505.0
1005,"Toshiba","Notebook",13.3,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",1.2,63670.0
1006,"HP","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 6300U ",2.4,4,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.48,58607.0
1007,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.95,64202.0
1008,"HP","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 6600U ",2.6,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.43,77203.0
1009,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Nvidia","GeForce 930MX","WindowsOS",1.64,55905.0
1010,"HP","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i3 7100U ",2.4,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",1.64,36444.0
1011,"Dell","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7300HQ ",2.5,8,"Hybrid",1024,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.65,50563.0
1012,"HP","Ultrabook",12.5,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",1.26,81998.0
1013,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.48,84715.0
1014,"HP","Ultrabook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.54,100551.0
1015,"HP","Notebook",13.3,"N/A",1366,768,0,"Intel"," Core i3 7100U ",2.4,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",1.49,42624.0
1016,"Toshiba","Notebook",13.3,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.5,64469.0
1017,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 7100U ",2.4,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.04,41025.0
1018,"Lenovo","Notebook",17.3,"IPS Panel 4K Ultra HD",3840,2160,0,"Intel"," Core i7 6820HQ ",2.7,16,"SSD",512,0,"Nvidia","Quadro 3000M","WindowsOS",2.4,158135.0
1019,"Toshiba","Notebook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.47,79387.0
1020,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.43,118761.0
1021,"Dell","2 in 1 Convertible",15.6,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i3 6100U ",2.3,4,"HDD",1024,0,"Intel","HD Graphics 520","WindowsOS",2.08,42410.0
1022,"Toshiba","Ultrabook",13.3,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.2,84715.0
1023,"HP","Notebook",13.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.11,61219.0
1024,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Nvidia","GeForce 930MX","WindowsOS",1.64,63160.0
1025,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6300U ",2.4,8,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.09,55754.0
1026,"HP","Ultrabook",12.5,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.26,83064.0
1027,"HP","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",2.31,63350.0
1028,"HP","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",1.95,56477.0
1029,"Dell","Ultrabook",13.3,"Quad HD+",3200,1800,1,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.29,86527.0
1030,"HP","Notebook",17.3,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Nvidia","GeForce 930MX","WindowsOS",2.63,57542.0
1031,"HP","Notebook",14.0,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.64,51841.0
1032,"Acer","Notebook",15.6,"N/A",1366,768,0,"AMD"," A9-Series 9420 ",3.0,6,"HDD",1024,0,"AMD","Radeon R5","WindowsOS",2.1,21792.0
1033,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 1050","WindowsOS",2.7,63499.0
1034,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.95,63670.0
1035,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.84,65481.0
1036,"HP","Ultrabook",12.5,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.26,71875.0
1037,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","WindowsOS",2.04,39534.0
1038,"Toshiba","Ultrabook",14.0,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6600U ",2.6,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.47,91908.0
1039,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6300U ",2.4,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",2.09,56634.0
1040,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.64,53840.0
1041,"Lenovo","2 in 1 Convertible",15.6,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i7 6500U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.8,45128.0
1042,"Vero","Notebook",14.0,"N/A",1366,768,0,"Intel"," Atom X5-Z8350 ",1.4,2,"Flash Storage",32,0,"Intel","HD Graphics 400","WindowsOS",1.45,11231.0
1043,"Toshiba","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,16,"SSD",256,0,"Nvidia","GeForce 930M","WindowsOS",2.4,75924.0
1044,"Lenovo","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",2.3,55923.0
1045,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",1.54,53280.0
1046,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6300U ",2.4,8,"Hybrid",256,500,"Intel","HD Graphics 520","WindowsOS",1.84,112066.0
1047,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.43,78268.0
1048,"MSI","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6820HK ",2.7,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 980M","WindowsOS",3.78,82352.0
1049,"Lenovo","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",128,1024,"Nvidia","GeForce GTX 980M","WindowsOS",4.6,122011.0
1050,"Asus","Netbook",11.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",16,0,"Intel","HD Graphics 400","OtherOS",1.2,15339.0
1051,"Lenovo","Notebook",14.0,"IPS Panel",2560,1440,0,"Intel"," Core i7 6600U ",2.6,16,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.1,139594.0
1052,"HP","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"HDD",1024,0,"Nvidia","GeForce 940MX","WindowsOS",1.91,52161.0
1053,"Dell","2 in 1 Convertible",15.6,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i5 7200U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.3,58288.0
1054,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.04,52161.0
1055,"Dell","Ultrabook",13.3,"Quad HD+",3200,1800,1,"Intel"," Core i7 7500U ",2.7,16,"SSD",1024,0,"Intel","HD Graphics 620","WindowsOS",1.2,120093.0
1056,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6100U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.31,37570.0
1057,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",500,0,"Intel","HD Graphics 620","N/A",1.96,26587.0
1058,"Acer","Notebook",15.6,"N/A",1366,768,0,"AMD"," A8-Series 7410 ",2.2,8,"HDD",1024,0,"AMD","Radeon R5","WindowsOS",2.4,23923.0
1059,"Dell","2 in 1 Convertible",13.3,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i7 7500U ",2.7,12,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.6,69211.0
1060,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1060","WindowsOS",2.94,96916.0
1062,"Asus","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"HDD",1024,0,"Nvidia","GeForce GTX 965M","N/A",4.0,53173.0
1063,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,4,"HDD",1024,0,"Intel","HD Graphics","WindowsOS",2.25,29784.0
1064,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,16,"HDD",2048,0,"AMD","Radeon R7 M445","WindowsOS",2.32,52747.0
1065,"MSI","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1060","WindowsOS",1.8,102777.0
1066,"Dell","Ultrabook",13.3,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.29,77682.0
1067,"Asus","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6820HK ",2.7,64,"SSD",1024,0,"Nvidia","GeForce GTX 980 ","WindowsOS",3.58,211788.0
1068,"Dell","2 in 1 Convertible",13.3,"Full HD",1920,1080,1,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.62,42518.0
1069,"Dell","Gaming",15.6,"4K Ultra HD",3840,2160,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 970M","WindowsOS",3.21,70809.0
1070,"Apple","Ultrabook",12.0,"IPS Panel Retina Display",2304,1440,0,"Intel"," Core M ",1.1,8,"Flash Storage",256,0,"Intel","HD Graphics 515","MacOS",0.92,69264.0
1071,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6100U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.06,25680.0
1072,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.31,63883.0
1073,"HP","Ultrabook",12.5,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.26,63883.0
1074,"HP","Notebook",13.3,"Full HD",1920,1080,0,"Intel"," Core i7 7500U ",2.7,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",1.49,58075.0
1075,"Lenovo","Ultrabook",12.5,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.3,91295.0
1076,"Lenovo","Notebook",17.3,"N/A",1600,900,0,"Intel"," Core i5 6200U ",2.3,8,"HDD",1024,0,"AMD","Radeon R5 M330","WindowsOS",3.0,35112.0
1077,"Lenovo","Notebook",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 6300HQ ",2.3,4,"HDD",1024,0,"Nvidia","GeForce GTX 950M","WindowsOS",2.3,52055.0
1078,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"Hybrid",256,1024,"Nvidia","GeForce GTX 1070","WindowsOS",3.78,133147.0
1079,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.1,28771.0
1080,"HP","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",2.31,50083.0
1081,"Lenovo","Ultrabook",12.5,"IPS Panel",2560,1440,1,"Intel"," Core M 6Y75 ",1.2,8,"SSD",512,0,"Intel","HD Graphics 515","WindowsOS",0.99,74539.0
1082,"Lenovo","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6820HK ",2.7,32,"Hybrid",512,1024,"Nvidia","GeForce GTX 980M","WindowsOS",4.6,172627.0
1083,"Lenovo","2 in 1 Convertible",10.1,"IPS Panel",1920,1200,1,"Intel"," Atom x5-Z8550 ",1.4,4,"Flash Storage",64,0,"Intel","HD Graphics 400","WindowsOS",0.69,34433.0
1084,"HP","Ultrabook",13.3,"IPS Panel 4K Ultra HD",3840,2160,0,"Intel"," Core i7 7500U ",2.7,16,"SSD",512,0,"Intel","HD Graphics 620","WindowsOS",1.3,109171.0
1085,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"SSD",256,0,"Intel","HD Graphics 620","WindowsOS",2.18,39960.0
1086,"HP","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",1.54,54931.0
1087,"HP","Workstation",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,8,"SSD",256,0,"AMD","FirePro W4190M","WindowsOS",1.9,79654.0
1088,"Lenovo","Notebook",14.0,"Full HD",1920,1080,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",180,0,"Intel","HD Graphics 520","WindowsOS",1.7,63883.0
1089,"HP","Notebook",13.3,"Quad HD+",3200,1800,0,"Intel"," Pentium Dual Core 4405Y ",1.5,4,"Flash Storage",32,0,"Intel","HD Graphics 515","OtherOS",1.29,32767.0
1090,"Acer","Notebook",15.6,"N/A",1366,768,0,"AMD"," A8-Series 7410 ",2.2,4,"HDD",500,0,"AMD","Radeon R5","WindowsOS",2.4,20619.0
1091,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Pentium Quad Core N3700 ",1.6,4,"HDD",500,0,"Intel","HD Graphics","LinuxOS",2.2,20965.0
1092,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"HDD",1024,0,"Intel","HD Graphics 520","N/A",1.86,18434.0
1093,"Asus","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,8,"Hybrid",256,1024,"Nvidia","GeForce GTX 1060","WindowsOS",2.7,85195.0
1094,"Dell","Ultrabook",13.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i5 8250U ",1.6,4,"SSD",256,0,"AMD","Radeon 530","WindowsOS",1.4,43602.0
1095,"HP","Netbook",12.5,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",2.4,85195.0
1096,"Acer","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"Hybrid",256,1024,"Nvidia","GeForce GTX 950M","WindowsOS",2.4,42571.0
1097,"Dell","Notebook",15.6,"Full HD",1920,1080,0,"Intel"," Core i5 7200U ",2.5,8,"HDD",1024,0,"AMD","Radeon R7 M445","WindowsOS",2.36,34035.0
1098,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,8,"SSD",256,0,"Nvidia","GeForce GTX 965M","WindowsOS",2.6,85195.0
1099,"HP","Notebook",15.6,"N/A",1366,768,0,"Intel"," Pentium Quad Core N3710 ",1.6,4,"HDD",1024,0,"Intel","HD Graphics 405","WindowsOS",1.96,26640.0
1100,"Asus","Gaming",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",128,1024,"Nvidia","GeForce GTX 980M","WindowsOS",4.3,122491.0
1101,"Dell","Ultrabook",12.5,"N/A",1366,768,0,"Intel"," Core i3 6100U ",2.3,4,"HDD",500,0,"Intel","HD Graphics 520","WindowsOS",1.5,60481.0
1102,"Dell","Ultrabook",12.5,"N/A",1366,768,0,"Intel"," Core i3 6100U ",2.3,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",1.5,62176.0
1103,"Acer","Notebook",15.6,"N/A",1366,768,0,"Intel"," Celeron Dual Core 3205U ",1.5,4,"SSD",16,0,"Intel","HD Graphics","OtherOS",2.2,11136.0
1104,"HP","Workstation",17.3,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,8,"HDD",1024,0,"AMD","FirePro W6150M","WindowsOS",3.0,154459.0
1105,"Lenovo","Gaming",15.6,"Full HD",1920,1080,0,"Intel"," Core i7 7700HQ ",2.8,16,"SSD",512,0,"Nvidia","GeForce GTX 1050 Ti","WindowsOS",2.4,63883.0
1106,"Dell","Ultrabook",12.5,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,8,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",1.5,75290.0
1107,"MSI","Gaming",17.3,"Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,8,"Hybrid",128,1024,"Nvidia","GeForce GTX 960M","WindowsOS",2.9,80516.0
1108,"Lenovo","2 in 1 Convertible",15.6,"IPS Panel Full HD",1920,1080,1,"Intel"," Core i5 6200U ",2.3,4,"SSD",256,0,"Intel","HD Graphics 520","WindowsOS",2.1,46194.0
1109,"HP","Notebook",15.6,"Full HD",1920,1080,0,"AMD"," A6-Series 9220 ",2.5,4,"HDD",1024,0,"AMD","Radeon R4","WindowsOS",2.1,21205.0
1110,"Asus","Gaming",15.6,"IPS Panel Full HD",1920,1080,0,"Intel"," Core i7 6700HQ ",2.6,16,"Hybrid",128,1024,"Nvidia","GeForce GTX 960M","WindowsOS",2.59,71342.0
1111,"HP","Notebook",13.3,"Quad HD+",3200,1800,1,"Intel"," Core M 6Y54 ",1.1,8,"SSD",256,0,"Intel","HD Graphics 515","WindowsOS",1.16,90523.0
1112,"Dell","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i5 6200U ",2.3,4,"HDD",500,0,"AMD","Radeon R5 M315","WindowsOS",2.24,40980.0
1113,"Lenovo","Notebook",15.6,"N/A",1366,768,0,"Intel"," Core i3 6006U ",2.0,4,"SSD",128,0,"Intel","HD Graphics 520","WindowsOS",2.1,22857.0
1114,"HP","Ultrabook",13.3,"Full HD",1920,1080,0,"Intel"," Core i7 6500U ",2.5,8,"SSD",512,0,"Intel","HD Graphics 520","WindowsOS",1.16,104908.0
